prompt,model_resp,correct_resp
85571907891324811605:,9250508999,9250508520
33167280784519717233:,5759132307,5759104165
22885094366924469187:,4783739537,4783836783
96911878143396061186:,9844334333,9844383075
91266774396259780445:,9553408908,9553364558
87261359718596002726:,9341353943,9341378898
82477655440241417361:,9081708307,9081720951
82787358237575713471:,9098769287,9098755862
19682151741458885597:,4436433999,4436457115
11584064308182272429:,3403534799,3403537029
87030046156037340865:,9328988888,9328989557
34642873321378248852:,5885832532,5885819681
50575365251198949414:,7111645089,7111635905
89616824618753919348:,9466633333,9466616323
10834596035342450066:,3291501000,3291594755
59430740005667917377:,7709140110,7709133544
52855160582974920523:,7270199999,7270155471
47056774640974818525:,6859799989,6859794066
39687818954503817059:,6299899999,6299826898
87371140156441636716:,9347233323,9347253080
76533767468694137658:,8748325555,8748357986
56543064260245591924:,7519525555,7519512235
81737758233579260327:,9040999999,9040893663
55997867933121829860:,7483132132,7483172317
62259118685151080041:,7890465392,7890444771
46343688757470680822:,6807622222,6807619904
36025519346637746638:,6002021125,6002126235
88076913355353829536:,9384845555,9384930119
69145228464925819232:,8315325535,8315360994
18195318524114159562:,4265594499,4265597088
11163687839648071891:,3341320942,3341210535
74295230837998734702:,8619388888,8619468129
59667732025123814693:,7724434399,7724489110
56359515051115156003:,7507369394,7507297453
98866533993370500492:,9943240232,9943165189
22585724527806344668:,4752462552,4752444058
31777990538217508152:,5637269999,5637197046
72266024246786987648:,8500958585,8500942550
38178076005022568195:,6178850210,6178840992
15559496759584771049:,3944499997,3944552795
39534851024845185659:,6287748425,6287674532
82851166988122623170:,9102232692,9102261641
79041856624153396695:,8890599905,8890548724
62976877878736958669:,7935834639,7935797242
69588241769689671332:,8341922222,8341956711
23907934786555455459:,4889690000,4889574090
43675582381341485793:,6608843302,6608750440
57249283824209449617:,7566300430,7566325648
83399912266491906023:,9132313133,9132355242
32465695751624812972:,5697941244,5697867649
38083512775410243242:,6171160200,6171184065
50805277019484497615:,7127740404,7127782054
96299566965915634282:,9813283183,9813234276
22536273617627210223:,4747222112,4747238525
64502505427865451409:,8031323202,8031345181
99335354783218857202:,9966708322,9966712335
80404946424202053228:,8966845905,8966880529
72983740408378787188:,8542999999,8543052171
54672856984235388658:,7394134089,7394109614
38012052538405222278:,6165255550,6165391515
55837009154298454647:,7472409090,7472416553
20898416890695588432:,4571324262,4571478632
92130746236296265468:,9598424624,9598476245
42452302649169576928:,6515509530,6515543158
36178909699088149912:,6014894089,6014890663
73296566279956539940:,8561255555,8561341383
83007531510249342651:,9110999555,9110846915
44250824101286422432:,6652122222,6652129290
60192580724721894333:,7758324242,7758387765
74796899331221384131:,8648524222,8648520065
49236422932429586690:,7016885555,7016867031
19256546191053845499:,4388125552,4388228137
19378590296693501117:,4402139269,4402112026
92825451946484552059:,9634690307,9634596615
63366412277472894020:,7960323122,7960302272
73560805858715574238:,8576735983,8576759636
33304661255163289827:,5771082082,5771019082
63694554530351474841:,7980834225,7980886826
58966736117359508377:,7678934393,7678980148
95379653167592406915:,9766230239,9766250722
45284528742780717275:,6729375759,6729378035
36282663883862631065:,6023428082,6023509266
58824333666037260919:,7669632307,7669702319
99158664453724104240:,9957880860,9957844367
91515967854941044959:,9566307550,9566397851
96849462983870405614:,9841222232,9841212475
82789182654164983646:,9098866663,9098856117
68710061038381433184:,8289102020,8289153216
67189178737626241381:,8196853958,8196900556
27458273653610835298:,5240289538,5240064279
58778397647370081090:,7666670270,7666707092
55783454550170540888:,7468822262,7468832207
26264124348858326207:,5124825399,5124853592
84457333344509825151:,9190013131,9190067102
13989966625661340208:,3739999999,3740316380
77592269753812054341:,8808524283,8808647441
38620708675304055059:,6214507537,6214556192
20577330867075767198:,4536233083,4536224296
97700579795799038398:,9884483283,9884360363
54273261066720326563:,7367040407,7367038826
96006510151652349164:,9798323108,9798291185
85408130449158413115:,9241690000,9241651932
61207507452596724747:,7823508390,7823522700
11259989133788336095:,3355501908,3355590727
62432211703096529576:,7901399390,7901405678
58162470298489026559:,7626327707,7626432344
91740801679477150975:,9578148222,9578141869
65673202128172344296:,8103835399,8103900426
30062157017440686631:,5482934838,5482896772
71847839469713879219:,8476223000,8476310486
22828831542447257680:,4777824260,4777952651
30831023510983756856:,5552622225,5552569091
12323010451960605231:,3510399982,3510414569
88698359646772322895:,9417999494,9417980656
84370049034010602119:,9185310200,9185317035
94121343543836418836:,9701622092,9701615512
21035859108449596823:,4586425519,4586486575
25473116432714018811:,5047132310,5047089897
63764280023337153559:,7985245122,7985253911
38439569806093813577:,6199900000,6199965306
99630998678372047308:,9981512392,9981532882
78412154045791257645:,8855022322,8855063751
76869736022878822357:,8767538083,8767538766
90784793934176992090:,9528132299,9528105474
54006197005612356516:,7348821202,7348890869
52000833859772070691:,7211162082,7211160368
35046598972651980584:,5919932119,5920016805
88605760421364606845:,9413077537,9413063285
51484589359597186903:,7175324242,7175276256
86645891950104108488:,9308434322,9308377514
18401686522192568094:,4289999000,4289718699
54632540593368256828:,7391322222,7391382860
19350387813406665487:,4398965522,4398907570
58216962191998378517:,7630093555,7630004075
83302516317612459312:,9127082392,9127021218
61695284416995975091:,7854634233,7854634582
82093659099765650835:,9060634663,9060555120
95440359423552638810:,9769345999,9769358188
33186797045324381254:,5760732292,5760798299
67088809061901143631:,8190734224,8190775852
53628286020304338611:,7323123122,7323133620
70809244776538121344:,8414904504,8414822920
82708767317545863139:,9094493903,9094436063
52091957681670589342:,7217544424,7217475852
68467022965605749131:,8274401130,8274480223
35068224590081109242:,5921944494,5921843006
13377045673732843160:,3657499992,3657464377
75817741534737967434:,8707423337,8707338372
30893319266575720527:,5558292692,5558175893
63821417889641528549:,7988824242,7988830821
89810032801558681428:,9476733390,9476815541
63287290606327380809:,7955422222,7955330955
22222439968520464249:,4714040405,4714068303
33075287639316027206:,5751148484,5751111861
55185844308555030542:,7428724264,7428717541
70444681034689429736:,8393145955,8393132968
86813911340976753334:,9317423222,9317398313
81178758445957922817:,9009999089,9009925551
10882616143735429920:,3298934229,3298881044
35437826444429263276:,5952901303,5952967868
29759943533973896010:,5455299999,5455267503
52234766749556196975:,7227325395,7227362364
33823803597437726694:,5815782625,5815823552
75276018311289893812:,8676255537,8676175327
18662835665106433512:,4320153737,4320050423
88246093151842157127:,9393945535,9393939171
79467397301119358612:,8914450905,8914448794
17212076862426009456:,4148640550,4148744010
46806553408627760856:,6841508205,6841531510
12119212391078746953:,3481365655,3481265917
46594013856753635316:,6825934283,6825980798
55585313288497024518:,7455522299,7455555867
10387870033536432867:,3223021222,3223021879
46763662537927744939:,6838334838,6838396196
71125210744562321213:,8433592575,8433576391
61636841608590040681:,7850833333,7850913425
71974489552523274566:,8483735999,8483778023
48070606064242095596:,6933320404,6933296911
56643826336478523565:,7526254325,7526209293
96047413431403825436:,9800411111,9800378228
60407142879960753414:,7772323007,7772203219
41076420492849405594:,6409077757,6409088897
89640345442462576123:,9467844544,9467858545
98136146927676116713:,9906320707,9906369008
58167642498986806917:,7626733337,7626771433
24022945460342573267:,4901325688,4901320787
60001777177633316957:,7746023348,7746081407
82389581489937524827:,9076839283,9076870688
16946957701355708358:,4116734313,4116668276
25756518003103916567:,5075033236,5075087979
93558892456483316050:,9672634393,9672584579
20746509985958635182:,4554899555,4554833694
53762141974174568949:,7332244304,7332267178
81541260004760224357:,9030099999,9030019933
21973948107902039045:,4687692242,4687637796
95211182375604833819:,9757699082,9757621758
53993376689486881599:,7347934263,7348018555
51173198521055032096:,7153533337,7153544472
21727403862907089186:,4661255539,4661266336
97524238202813490562:,9875499973,9875436101
71647347666992973772:,8464544307,8464475628
66031092794533154166:,8125999898,8125951808
61381749027781036855:,7834632082,7834650536
65904210263623270348:,8118102202,8118140813
70366334707652783914:,8388453222,8388464383
94790267862690304340:,9736055555,9736029368
36233984532927809170:,6019432512,6019467130
66969761487537149189:,8183593992,8183505452
46693908928012276961:,6833280282,6833294149
20728527043092571702:,4552825555,4552859216
21575159012286692819:,4644899999,4644906781
28604064268713118370:,5348277483,5348276756
76523612075148637165:,8747755375,8747777550
28924237614948892188:,5378132262,5378125845
16236755241100447694:,4029525555,4029485729
11484909659862722668:,3388934222,3388939311
81763080992705219725:,9042309046,9042294011
29030467872808991926:,5387848484,5387992935
77233807125813423528:,8788223082,8788276686
96003538190177019853:,9798134084,9798139526
63906780949681053838:,7994134231,7994171686
75375827333307343752:,8681950949,8681925324
40663028355739033202:,6376734373,6376756883
77735839069223041511:,8816789898,8816793014
60156989055409937819:,7756033137,7756093672
98786969333306969181:,9939132222,9939163412
18993819079929340987:,4358334264,4358189885
56333518219784221387:,7505512222,7505565816
31116538334251773357:,5578132207,5578219996
70398491063797604981:,8390393139,8390380865
93065571863499769838:,9647034434,9647049904
51848732961774660245:,7200609090,7200606430
94083755152921972827:,9699698666,9699678095
25428882823052459745:,5042611196,5042705902
60697930982085506090:,7790934343,7790887688
14559440314192614915:,3815508497,3815683466
11663267223469298995:,3414999999,3415152591
80293941680329493691:,8960755555,8960688683
25770897853932051406:,5076401029,5076504491
87416089883381433259:,9349623239,9349657206
44696143612232091775:,6685623222,6685517452
53327363171125746048:,7302532303,7302558672
77351374560459869341:,8794848322,8794963022
75066562610900298572:,8664134519,8664096179
66102044880969710606:,8130320400,8130316407
13616104490433201793:,3690034314,3690000608
63408753343215499238:,7963011902,7962961342
88651037753446481763:,9415434337,9415468005
49838045861358956688:,7059621212,7059606636
24193432091376478105:,4918684686,4918681946
43622889359507694489:,6604753437,6604762627
18414986689874676452:,4291125555,4291268657
20870818861042646481:,4568501222,4568459134
77676853506936472908:,8813408308,8813447311
52082968603426001074:,7216864864,7216853095
84422172065907580758:,9188110205,9188153898
56321190657174745469:,7504722222,7504744543
56069619706493760298:,7487944444,7487964991
63954864370027854061:,7997134131,7997178525
32913071115775392661:,5736987577,5736991469
27240458865491450104:,5219245555,5219239299
25278649732582034604:,5027728080,5027787757
78233723543695175172:,8844945535,8844982958
69865814098016231994:,8358534222,8358577277
32038728097226258738:,5660393989,5660276326
27241455953773075227:,5219322555,5219334819
26111199637742680503:,5109900000,5109911901
52458488095138423750:,7242760000,7242823213
32234488078032399383:,5677451255,5677542432
94274263113026869282:,9709458537,9709493452
54071694379500315349:,7353320483,7353345794
37547240521184835371:,6127599595,6127580315
34312501459410464356:,5857650222,5857687381
52997769998588193355:,7279809943,7279956730
32656638779971898643:,5714533737,5714598741
88578577175219665319:,9411689539,9411619264
75188461056599387678:,8671053939,8671128015
72018669013977310678:,8486408225,8486381385
72672863677480970001:,8524825089,8524838044
31480666190532724116:,5610701505,5610763423
67863304078696128736:,8237932324,8237918673
55323258927350040492:,7437922222,7437960669
69913827267400299500:,8361420925,8361448873
17228421678294760842:,4150755535,4150713393
52693239154753253667:,7258964646,7259010893
27723827561072150909:,5265323992,5265342112
22881539044975062721:,4783335029,4783465171
51140487282674992318:,7151142432,7151257741
11411720186254103398:,3378012121,3378123767
20762211919431743055:,4556425559,4556557024
34058557664317496666:,5835931989,5835971012
92021273165640297991:,9592769282,9592771922
18139683383954028049:,4258945534,4259070718
68380091547074057528:,8269211102,8269225571
90245010832483195524:,9499645325,9499737408
27966253290010598632:,5288210121,5288312896
45668435294744934590:,6757834394,6757842502
42703308671088211922:,6534762607,6534776864
26328264273777781703:,5131121262,5131107509
53273142117434580569:,7298840940,7298845259
14336081874846339657:,3786248989,3786301873
54125655826926808798:,7356925665,7357014056
51616408755326949683:,7184425377,7184456051
71931207557592593151:,8481120920,8481226771
12420966857971196082:,3524250105,3524339208
39687936216474613046:,6299899999,6299836205
92402283383139097346:,9612690600,9612610643
63496806598311584257:,7968324243,7968488350
80640711177238155989:,8980043434,8980017326
66261225112032512309:,8140032332,8140099821
96439255252122597858:,9820431111,9820349039
39181943167349447410:,6259599999,6259548159
76351636390802249796:,8737848398,8737942343
88978250596314403759:,9432730943,9432828345
82314114008539994974:,9072723232,9072712604
23659301539258031123:,4864034393,4864082805
51948656278170543576:,7207593994,7207541625
48963242924474701380:,6997324134,6997374002
58232347443100612720:,7631040450,7631012216
71944851473504810500:,8482022222,8482031093
99596018304220811013:,9979732232,9979780473
62462087419701740572:,7903323330,7903295984
27980587564631576330:,5289593222,5289668001
99394495229306664365:,9969652133,9969678792
81124232600262608720:,9006923925,9006899166
65956195874103368271:,8121323131,8121341999
15907494499026138442:,3988420200,3988420050
50790036473032530433:,7126754444,7126712879
75620180525108772162:,8695956563,8695986460
61280129222786161910:,7828133753,7828162570
74973790807617351208:,8658734086,8658740717
81023765511949508193:,9001209082,9001320209
32862151316440809176:,5732533182,5732551902
70248748033651701338:,8381435305,8381452620
56434655475836364250:,7512325395,7512300278
57670513633401949921:,7594134040,7594110457
88971684246967186721:,9432499949,9432480280
90470917027229311520:,9511608080,9511620105
35935306306592501984:,5994630303,5994606434
61136881572414911865:,7818934325,7819007710
26297638943003757084:,5128080086,5128122360
53233331116131142934:,7296040300,7296117537
93345418107594287559:,9661534325,9661543257
48829082757978867845:,6987822222,6987780960
76707420613433558989:,8758333390,8758277262
58619367815580365338:,7656323333,7656328612
74157374233040467590:,8611433307,8611467600
67706047332131989545:,8228400260,8228368448
62015381843839355207:,7874934869,7874984561
36300574950155962548:,6025023205,6024995846
18881414127487987652:,4345333262,4345274919
44967045356160447179:,6705734335,6705747188
56115914732917798827:,7491024080,7491055648
11143534942824834034:,3338075598,3338193365
15889039805171339056:,3986132222,3986105844
60298387229070733100:,7765135535,7765203618
67487274437626777769:,8215023232,8215063873
93023018088306335120:,9644824844,9644844119
76319900073360088678:,8736193185,8736126147
68983620648568565146:,8305632272,8305637883
55871541705182964386:,7474733080,7474726864
73796020282981912657:,8590422229,8590461005
39277886930364462578:,6267285108,6267207267
69747063181072768666:,8351453336,8351470719
50578560896716154945:,7111950999,7111860579
56692524275353039106:,7529494646,7529443822
62241817334606099867:,7889368422,7889348346
35344593499625966742:,5945000325,5945131916
37998729094433862663:,6164334243,6164310918
59572391137345376549:,7718250837,7718315304
48703271849916137858:,6978822222,6978772947
11844559570855044460:,3441509090,3441592592
34845558403584152188:,5903010000,5903012654
10512826517437822537:,3242322222,3242348919
51529703129790372385:,7178494994,7178419264
71838461796047620782:,8475893260,8475757299
59039394953683414003:,7683734142,7683709713
28761374419743603253:,5362965537,5362963212
55007375749755200439:,7416732868,7416695743
57126240975468373223:,7558222222,7558190324
39879820390322175449:,6315080260,6315047140
83353406022759930853:,9129723232,9129808652
61769432344115697370:,7859344242,7859353175
19236325755086627245:,4385945555,4385923592
99565125828476820648:,9978250808,9978232600
86677268046023150605:,9310033337,9310062730
23616758366965006162:,4859633313,4859707642
62749279327528924088:,7921434394,7921444270
20002910928155281537:,4472424444,4472461394
90839304806886386595:,9530929989,9530965575
59737306009404497910:,7729022222,7728991267
64948469294852637862:,8059022222,8059061315
87576713827187203812:,9358235087,9358243095
66485454412012906918:,8153720202,8153861319
19714849772384198261:,4440069999,4440140737
46178461200863408172:,6795508908,6795473581
11304749653509088244:,3362262562,3362253656
94860075180429505444:,9739504636,9739613707
77806818285606607096:,8820859999,8820817325
47102237208281501414:,6863162807,6863106964
32701116722916059986:,5718508399,5718489024
26308159286597063300:,5129122086,5129148007
23544679759762083467:,4852251932,4852286034
80753972015758575102:,8986334398,8986321383
65164302475826441099:,8072424300,8072440924
17634373729886299453:,4199224392,4199330152
49672084183432512675:,7047845084,7047842519
56265590437855037595:,7501034033,7501039290
97968345256616583657:,9897839263,9897896001
72002649151355471147:,8485509000,8485437475
99515257833827417220:,9975789289,9975733448
27125186959755442432:,5208025555,5208184612
77777233410935902447:,8819120222,8819140174
70897375885267262516:,8420099263,8420057950
86382549924226280574:,9294293939,9294221318
67335497344061962706:,8205832398,8205820942
46630718730907734343:,6828734636,6828668884
67577272059714329277:,8220508997,8220539645
88920266283427700389:,9429793944,9429754306
97393864503557406152:,9868734263,9868832985
43096195071451873229:,6564824282,6564769232
40903956078119001722:,6395562555,6395620069
70008518647994944803:,8367020202,8367109336
89983001405742929039:,9485999999,9485937033
17050696881790154979:,4129025555,4129248948
25165488625889357622:,5016532832,5016521566
27174856234073462915:,5212954089,5212950818
81527571938609005631:,9029370707,9029261981
70448279275301937909:,8393355958,8393347322
33926663785123524478:,5824632325,5824659971
52259893361757254536:,7229000000,7229100453
87765420928724815784:,9368326260,9368320069
88362702896199648697:,9400153232,9400143769
11905069974390819162:,3450371424,3450372439
70021536324707427976:,8367828282,8367887207
71347368240308276283:,8446732398,8446737135
61408863104154194330:,7836425302,7836380740
24144731988446334143:,4913748898,4913728929
21810832240769843459:,4670133690,4670206873
20858092715578323969:,4567013131,4567066094
64020116229706618882:,8001211111,8001257165
37452321674830790835:,6119759007,6119830199
53404813218148154794:,7307820200,7307859687
26933438953470747525:,5189701207,5189743630
25624030973838407958:,5062023125,5062018468
77620626936336271471:,8810232323,8810256916
70809471636257265453:,8414904004,8414836399
97040609026129999378:,9850925519,9850919197
98143975132082941121:,9906725982,9906764110
86341240745602255475:,9292022222,9291998748
54887640242922702745:,7408642222,7408619320
93109780672887030431:,9649392664,9649340945
71514667811897269759:,8456625552,8456634544
77444302340127999224:,8800225903,8800244447
73839539047406740874:,8592926908,8592993602
10865545396456942919:,3296433300,3296292674
11986307181795486144:,3462221722,3462124662
96872202425397055871:,9842338222,9842367724
56782897779844978314:,7535434262,7535442772
22592995757387777048:,4753272525,4753208995
65299127602333678497:,8080855536,8080787560
23162142029114523180:,4812639424,4812706310
16854217150165753688:,4105332202,4105388794
65705269643652183066:,8105923286,8105878708
56250533480180784040:,7500020222,7500035565
24898671826761143451:,4989722222,4989856894
79330409265724485196:,8906755592,8906761996
41433464038573902845:,6436899995,6436883099
40565028501540323421:,6369032537,6369068103
66426371197827786576:,8150232325,8150237493
38403075361187243574:,6197062000,6197021491
52017817524348717437:,7212320207,7212337868
43198451731618860965:,6572672222,6572552908
15233674333779241682:,3903012512,3903033990
25547634142526091383:,5054454519,5054466751
54415249484241185683:,7376640259,7376669267
31588405124708817611:,5620429999,5620356316
89815244183605715409:,9477023392,9477090491
30020925723043635379:,5479025551,5479135490
60008955877006497467:,7746508390,7746544770
91477048526634537523:,9564308080,9564363466
29913585955167890825:,5469301205,5469331399
94281287455742635653:,9709758537,9709855171
61615655677157568208:,7849503333,7849564043
41708900546923634187:,6458375760,6458242837
88816601574541779129:,9424250707,9424256022
32828781519218182273:,5729608213,5729640609
33521779789772270813:,5789848202,5789799632
50639683595815057838:,7116134333,7116156518
24377009026988814207:,4937320208,4937307872
75868109072520243658:,8710253959,8710230138
10353947704318292210:,3217694892,3217755072
17897968104150988009:,4230609092,4230599024
81733765229662280860:,9040699989,9040672830
15395704508793023032:,3923782122,3923736039
62313227287500143646:,7893823982,7893872768
86570443307099671671:,9304350493,9304323903
52634075807306813118:,7254847399,7254934583
30782054531190089718:,5548222222,5548157760
51437153693700159298:,7172013010,7171970000
79712033560767657578:,8928132387,8928159584
12744997975389785288:,3570299999,3570013722
91906855426098961131:,9586767237,9586806320
49892535861866345342:,7063424222,7063464862
88902874407532173742:,9428779089,9428832080
53666299889226655138:,7325734334,7325728625
24989698379922986699:,4999083222,4998969731
96557560150566091425:,9826433337,9826370649
69861897554909475260:,8358340222,8358342990
10018154734451200541:,3165085555,3165146874
44973478633184524881:,6706250243,6706226855
35559927684751247814:,5963289305,5963214542
12020009544442607919:,3466755555,3466988541
99610381781734984049:,9980434375,9980500076
46586634350923286982:,6825532225,6825440231
92309537983401568467:,9607766562,9607785279
31617329488026355561:,5622953555,5622928906
35241158040353039562:,5936325555,5936426369
45991353306509907915:,6781734243,6781692510
57008706480195364140:,7550408310,7550411013
81884833920482267096:,9048999999,9049023920
30345809017657704914:,5508723222,5508703025
65416373558719768851:,8088132312,8088038919
42749527630489407900:,6538367516,6538312292
79009308471624599342:,8888770224,8888718044
94509549721547004817:,9721699083,9721602219
89632470993947797433:,9467424343,9467442685
10102548253086682843:,3178448424,3178450605
70297713125499435025:,8384393943,8384373150
89026329313904173347:,9435323112,9435376479
48269493567548587396:,6947652222,6947625030
81409714305956645482:,9022840000,9022733194
99107610774840520459:,9955270707,9955280547
86202200844437619586:,9284505084,9284514033
52302937806024186975:,7232122222,7232077004
34414010130701413417:,5866259005,5866345551
61256049963671424949:,7826533333,7826624429
11062243378522830505:,3325619425,3325995095
74306736565236020338:,8620123232,8620135530
64537147814400576321:,8033513336,8033501591
34266988330264715139:,5853738308,5853801186
40021699265018989570:,6326123335,6326270565
37798172254450228669:,6148024224,6148021816
49742692223823689064:,7052825512,7052849936
26764680603074184788:,5173433327,5173459249
90885595038482760176:,9533429929,9533393678
31507285752870196363:,5613162307,5613135109
40985240684838927884:,6401965222,6401971624
27502972241648474043:,5244324424,5244327625
66188348850850638587:,8135533262,8135622216
21624091823878726722:,4650299999,4650171160
56610489863072474451:,7524023337,7523994275
97513068655678670868:,9874843783,9874870563
67235301784950721083:,8199734398,8199713518
89486401066279779943:,9459685237,9459725210
20902126839229097237:,4571923142,4571884386
30719805281646487739:,5542506555,5542545018
87015157712741443093:,9328280205,9328191556
61271846117210258589:,7827648483,7827633494
93566958883647009139:,9673030031,9673001544
63793122338126710716:,7987132242,7987059680
62013396645334829867:,7874824839,7874858515
92336864083696019489:,9609146532,9609207255
52829309712390255188:,7268420100,7268377378
25331363435520272287:,5032989898,5033027263
70166363628297769730:,8376433307,8376536493
24533959605428711652:,4953254688,4953176718
38623774103420386179:,6214739375,6214802820
77714124692397165411:,8815502250,8815561507
10291918005590258003:,3208193555,3208101931
23335693068001561823:,4830648989,4830703164
81933178714835727346:,9051607207,9051694797
21718935811702820198:,4660399999,4660357905
13869101500382256253:,3724139937,3724124259
65853929470141531656:,8114923283,8115043405
58898553534646288437:,7674434264,7674539304
38057403778653190758:,6169025551,6169068307
43904319463849988268:,6626070225,6626033463
28062947952547723230:,5297546942,5297447305
66034175602460797265:,8126193251,8126141495
73252603601857094269:,8558728238,8558773487
79858848882579029009:,8936313083,8936377839
30889498518051339094:,5557929222,5557832177
