prompt,model_resp,correct_resp
4043057037:,63584,63585
6958788111:,83418,83419
1815233330:,42604,42605
5014339287:,70810,70811
2021695390:,44961,44963
7165100331:,84647,84646
2221579461:,47134,47133
7587936754:,87109,87108
5641301974:,75109,75108
1967264015:,44352,44353
2098007956:,45701,45804
5882415740:,76697,76696
2870787564:,53580,53579
2682998071:,51896,51797
5594708771:,74798,74797
1197773091:,34610,34608
8531451544:,92366,92365
3505772728:,59208,59209
2895167721:,53805,53806
5843298393:,76440,76441
4677999689:,68396,68395
9141878015:,95612,95613
1563675271:,39544,39543
1136505984:,33713,33712
9748037430:,98731,98732
1653853088:,40669,40667
3533099829:,59440,59439
9247007117:,96160,96161
9561309286:,97782,97781
3145891066:,56089,56088
4811823180:,69366,69367
6202203150:,78753,78754
2840929495:,53299,53300
8611265754:,92798,92796
4794589765:,69243,69242
5745633035:,75800,75799
8025111406:,89583,89582
8821145734:,93921,93920
1261810217:,35522,35521
1794546192:,42361,42362
4336879074:,65855,65854
1266249976:,35583,35584
2371148928:,48695,48694
3756914586:,61294,61293
5441526835:,73765,73766
2101427692:,45842,45841
4769212570:,69058,69059
4313110826:,65673,65674
8247004439:,90811,90813
5716340400:,75607,75606
4784209336:,69168,69167
1429469992:,37807,37808
1073255585:,32759,32760
7184128968:,84758,84759
9497295060:,97453,97454
8986681362:,94797,94798
1303785701:,36109,36107
2108831058:,45921,45922
2777516149:,52701,52702
4396662430:,66308,66307
5233786523:,72345,72344
3135677629:,55996,55997
4410841104:,66413,66414
6134776547:,78325,78324
1148869462:,33895,33894
1764401943:,42005,42004
4346286009:,65925,65926
8649744661:,93003,93004
9282571136:,96345,96346
6094171383:,78064,78065
7221395548:,84979,84978
1573770355:,39671,39670
9590885535:,97932,97933
4301600583:,65587,65586
5780382639:,76029,76028
3932035307:,62706,62705
2595871790:,50950,50949
1188560410:,34473,34475
7473574183:,86450,86449
1188773295:,34479,34478
1899279488:,43581,43580
1638263203:,40474,40475
5547853733:,74484,74483
2218559763:,47099,47101
5375960780:,73321,73320
4658618693:,68253,68254
8736372547:,93469,93468
7283864979:,85346,85345
3759794867:,61318,61317
8348650089:,91371,91370
7541926556:,86843,86844
3505627943:,59206,59208
2020272598:,44946,44947
7746179639:,88011,88012
9903028403:,99514,99513
9111884138:,95455,95456
8744327358:,93510,93511
2728457195:,52235,52234
5255745793:,72497,72496
1221524412:,34948,34950
1004226978:,31687,31689
1351895494:,36767,36768
4204721899:,64844,64843
2581947777:,50811,50812
7650100091:,87465,87464
1649319784:,40610,40611
3423828791:,58512,58513
8898995647:,94333,94334
6718028881:,81964,81963
7851993747:,88610,88611
3177299042:,56368,56367
6804456443:,82488,82489
4903331375:,70024,70023
6134174162:,78321,78320
8029957019:,89609,89610
5492434836:,74111,74110
7171072014:,84681,84682
3979464767:,63083,63082
2620065558:,51187,51186
9359836013:,96745,96746
4011959732:,63339,63340
3686952416:,60719,60720
1466430139:,38295,38293
8642689636:,92965,92966
8815345323:,93889,93890
1067967457:,32680,32679
4742453012:,68864,68865
3989956221:,63165,63166
1658813117:,40727,40728
1579414353:,39740,39741
7137209817:,84481,84482
1568748089:,39608,39607
5222773174:,72269,72268
2104937412:,45880,45879
9629733688:,98130,98131
3230124338:,56833,56834
4577768672:,67658,67659
4739335676:,68843,68842
3593583695:,59945,59946
4840380670:,69573,69572
1172610258:,34244,34243
2624086750:,51224,51225
2096317316:,45787,45785
2225480944:,47174,47175
6010403795:,77527,77526
9519727648:,97568,97569
8636228379:,92930,92931
4562867921:,67548,67549
2611577656:,51102,51103
2883833563:,53700,53701
1665661731:,40811,40812
2354626705:,48525,48524
7586447636:,87099,87100
8996900576:,94852,94851
8454139308:,91947,91946
1262088275:,35526,35525
1771203803:,42086,42085
1457478589:,38177,38176
5128183707:,71610,71611
2845980731:,53348,53347
1929712660:,43929,43928
1923704682:,43861,43860
6630004131:,81425,81424
3846083012:,62015,62016
5494334391:,74124,74123
5015207643:,70817,70818
8574204027:,92597,92596
3387755375:,58205,58204
4564437974:,67559,67560
5064394056:,71163,71164
2776197421:,52690,52689
2543466352:,50433,50432
1080827042:,32876,32875
2314923775:,48112,48113
7591408208:,87129,87128
8706277097:,93306,93307
1161765823:,34086,34084
9433013526:,97124,97123
2904485937:,53892,53893
1421619233:,37705,37704
4715167240:,68666,68667
7688958374:,87685,87686
6353161121:,79707,79706
4964890063:,70462,70461
1659621249:,40739,40738
6826599753:,82622,82623
9208762029:,95961,95962
7660795238:,87526,87525
6883019477:,82964,82963
4599528151:,67820,67819
9721741929:,98599,98598
7149741912:,84555,84556
2202834813:,46933,46934
4749390732:,68914,68915
5860848660:,76555,76556
8958605050:,94648,94649
6212712259:,78821,78820
2840904872:,53299,53300
6027744588:,77639,77638
3319573558:,57616,57615
2159005715:,46463,46465
1698406040:,41210,41211
2779993340:,52724,52725
2178087629:,46670,46669
7309252593:,85493,85494
1290269733:,35919,35920
7025784777:,83820,83819
4894775323:,69963,69962
3339988052:,57791,57792
3805000913:,61682,61684
1648174326:,40595,40597
2258729893:,47525,47526
3430799224:,58571,58573
8378296828:,91532,91533
8032639367:,89625,89624
9492957497:,97432,97431
4222179447:,64977,64978
5670386299:,75302,75301
2076009781:,45562,45563
2292993673:,47884,47885
8111709260:,90064,90065
9761863784:,98801,98802
2244299508:,47373,47374
5411079123:,73559,73560
7581373525:,87070,87071
5099449558:,71411,71410
3754953818:,61278,61277
3448479820:,58724,58723
6346470608:,79665,79664
2875702585:,53624,53625
6357129585:,79732,79731
1044280150:,32314,32315
8751025790:,93547,93546
5619032368:,74959,74960
2634445540:,51327,51326
5911885061:,76889,76888
2742195761:,52364,52365
1508235682:,38837,38836
6820733414:,82588,82587
8564551763:,92545,92544
6615513514:,81336,81335
1739946730:,41711,41712
6577567703:,81101,81102
4524519556:,67263,67264
4711737680:,68641,68642
8356838821:,91416,91415
3306867877:,57506,57505
1945702953:,44109,44110
9015109291:,94948,94947
8486641439:,92123,92122
3674649049:,60619,60618
7539545467:,86829,86830
1032943704:,32137,32139
7751124398:,88039,88040
2323361645:,48200,48201
1974092343:,44431,44430
3984936844:,63125,63126
8004018757:,89464,89465
5271720468:,72607,72606
8657911279:,93048,93047
1918617091:,43801,43802
1388763806:,37267,37266
8673841619:,93134,93133
7029698987:,83842,83843
8511555881:,92257,92258
5314573100:,72900,72901
6046976851:,77761,77762
7852063611:,88610,88611
4782998189:,69158,69159
8618164340:,92833,92834
3069952128:,55408,55407
1306530649:,36147,36145
4271137983:,65354,65353
7740646281:,87981,87980
7017873683:,83773,83772
1500870613:,38739,38741
9276259178:,96312,96313
6228123912:,78917,78918
6890980451:,83012,83011
1268068699:,35608,35609
4982648303:,70588,70587
3734449043:,61109,61110
4745411901:,68887,68886
9603800856:,97999,97998
3741088555:,61163,61164
9496320454:,97448,97449
4508954061:,67149,67148
9196832531:,95899,95900
9720152955:,98591,98590
2858598116:,53466,53465
2322827830:,48196,48195
8266403837:,90918,90919
8873437823:,94200,94198
9814601890:,99069,99068
8648428174:,92997,92996
9370643012:,96801,96802
9094488283:,95364,95365
5120838021:,71559,71560
1403313196:,37461,37460
7803878663:,88340,88339
1342848224:,36645,36644
1359980750:,36876,36877
6899448979:,83063,83062
5791076601:,76100,76099
8454766082:,91950,91949
1663646611:,40789,40787
8960270399:,94659,94658
5821644915:,76300,76299
7570648346:,87010,87009
6620250814:,81365,81364
7651321190:,87472,87471
7935812675:,89082,89083
6553411786:,80952,80953
1986708388:,44571,44572
1299605420:,36049,36050
1490166175:,38604,38602
3768701878:,61390,61389
1355414935:,36816,36815
3880420128:,62292,62293
8492564910:,92154,92155
4951085813:,70364,70363
4792922719:,69231,69230
3254844891:,57052,57051
8659770534:,93055,93057
1392870589:,37320,37321
2442208749:,49417,49418
2013593249:,44871,44873
9325083684:,96565,96566
1142371070:,33799,33798
2950874224:,54320,54321
6860783955:,82830,82829
1841459056:,42911,42912
5030754272:,70928,70927
2312053095:,48084,48083
7750345868:,88035,88036
2731126608:,52259,52260
3845452582:,62010,62011
9117230391:,95483,95484
1252824003:,35394,35395
2739260497:,52338,52337
7896953585:,88865,88864
3541404050:,59510,59509
9510037892:,97518,97519
8550303554:,92468,92467
1514105160:,38912,38911
3980764780:,63094,63093
4004166864:,63277,63278
8541198525:,92419,92418
1460259310:,38212,38213
3122530116:,55880,55879
1968035546:,44361,44362
7253738762:,85169,85168
1370339735:,37019,37018
1614529460:,40182,40181
1830368230:,42781,42782
1603844792:,40047,40048
1071983645:,32740,32741
5161931391:,71847,71846
2418037527:,49174,49173
1084316272:,32929,32928
7587603856:,87107,87106
5797604125:,76142,76141
6869314208:,82880,82881
3787880690:,61546,61545
4708981020:,68621,68622
5090496589:,71348,71347
1300612182:,36065,36064
5297382859:,72782,72783
4310316394:,65653,65652
7546029028:,86868,86867
5511231121:,74238,74237
6412046846:,80074,80075
7590563672:,87124,87123
1883106176:,43395,43394
6141319667:,78367,78366
6883843098:,82969,82968
7377957028:,85894,85895
2680687149:,51774,51775
1291855826:,35940,35942
6094938243:,78069,78070
9922313468:,99611,99610
4551790903:,67467,67466
7802359703:,88331,88330
7022449724:,83799,83800
3909223385:,62524,62523
1981557541:,44513,44514
3342237733:,57811,57812
3986914419:,63141,63142
1292191546:,35945,35947
1378566732:,37128,37129
2118392952:,46025,46026
1973862178:,44429,44428
4249413162:,65188,65187
3076796467:,55469,55468
4457667772:,66766,66765
6680884711:,81735,81736
3258686738:,57085,57084
1470639768:,38349,38348
7880885346:,88773,88774
1565375584:,39565,39564
3413669839:,58427,58426
4139645345:,64339,64340
4186620248:,64703,64704
1578211014:,39725,39726
7988948342:,89381,89380
1458566123:,38190,38191
9434993562:,97134,97133
3679193135:,60655,60656
8485319190:,92116,92115
7845761647:,88575,88576
2855911656:,53441,53440
1962544690:,44299,44300
8924076624:,94466,94467
1345813322:,36687,36685
7324303381:,85581,85582
2263731842:,47579,47578
2363971621:,48621,48620
1960015382:,44274,44272
2294879004:,47905,47904
3591718910:,59931,59930
4490063644:,67008,67007
2972629089:,54522,54521
3399260128:,58300,58303
5312346558:,72886,72885
7004528780:,83692,83693
3543293831:,59526,59525
7273420034:,85283,85284
2023053771:,44977,44978
4070133883:,63799,63797
2001485872:,44738,44737
3769560579:,61398,61396
4319210633:,65721,65720
1994863755:,44665,44663
5494348426:,74124,74123
3452039343:,58753,58754
3227030039:,56807,56806
1848321069:,42991,42992
4126188701:,64236,64235
3050139015:,55227,55228
4773188712:,69087,69088
1271071174:,35651,35652
8852714183:,94089,94088
4599222840:,67818,67817
9386987534:,96885,96886
7492837411:,86559,86561
1182750812:,34390,34391
1918483864:,43798,43800
1053850912:,32462,32463
1743481088:,41753,41755
1613878693:,40174,40173
1971257519:,44399,44398
9647757417:,98223,98222
8824640722:,93940,93939
3114328522:,55805,55806
3416026204:,58447,58446
1387862847:,37253,37254
8963910535:,94678,94677
7766333843:,88127,88126
9561018941:,97781,97780
2225358750:,47174,47173
8042543587:,89679,89680
3815685304:,61770,61771
8272815352:,90954,90955
8287835537:,91038,91037
3668529965:,60569,60568
6574717731:,81085,81084
8635422967:,92927,92926
2137228810:,46231,46230
4708188369:,68615,68616
2032790960:,45088,45086
3165993127:,56266,56267
9839956424:,99195,99196
3234060784:,56869,56868
3889755957:,62368,62367
2781425995:,52738,52739
1430694095:,37823,37824
2734393401:,52290,52291
9577822514:,97865,97866
9332587025:,96604,96605
5120262294:,71555,71556
3129479017:,55940,55941
1753403713:,41871,41873
1666458174:,40821,40822
5793378693:,76113,76114
6208533507:,78793,78794
1543145845:,39281,39282
6620690768:,81368,81367
6484774011:,80527,80528
3611216111:,60092,60093
3540953507:,59506,59505
9391326110:,96909,96908
1450494791:,38084,38085
3381579651:,58150,58151
1665652591:,40811,40812
4664263969:,68294,68295
7168820699:,84669,84668
1480950318:,38481,38483
1066237295:,32652,32653
8541247568:,92419,92418
2333288321:,48303,48304
8641957413:,92961,92962
1840741523:,42901,42903
6745401694:,82129,82130
3445220963:,58694,58696
9126549365:,95533,95532
2018383524:,44925,44926
2117522544:,46015,46016
6018006199:,77576,77575
2064668939:,45439,45438
8123767968:,90132,90131
5653440142:,75190,75189
3267265845:,57159,57160
7887943026:,88813,88814
6226492017:,78907,78908
2957121000:,54378,54379
3686354159:,60714,60715
1858594131:,43109,43111
1939318706:,44036,44037
2068942028:,45486,45485
2742888435:,52371,52372
3977548974:,63068,63067
3733838829:,61104,61105
3535485231:,59460,59459
7491600417:,86553,86554
7758508624:,88081,88082
1484565396:,38529,38530
4101255187:,64040,64041
9720959041:,98595,98594
1432140521:,37842,37843
1900225876:,43592,43591
9922299400:,99611,99610
7533365659:,86795,86794
6722357921:,81990,81989
9965225048:,99826,99825
5354820986:,73177,73176
8821148449:,93921,93920
2372883894:,48711,48712
2626985271:,51253,51254
1143836281:,33821,33820
9084963154:,95314,95315
4252070375:,65208,65207
9427601557:,97096,97095
8889916668:,94285,94286
6267958298:,79171,79170
9746853024:,98725,98726
4667090212:,68315,68316
3925618706:,62655,62654
7304179089:,85463,85464
8963179257:,94673,94674
6790486177:,82403,82404
7813945354:,88397,88396
8455384620:,91952,91953
6329188928:,79555,79556
9247269069:,96161,96162
9648412739:,98225,98226
9468303148:,97304,97305
4229441913:,65033,65034
5753669851:,75853,75852
1008576837:,31757,31758
1046388586:,32349,32347
1953564783:,44198,44199
5227283809:,72300,72299
2074493689:,45547,45546
1707031241:,41315,41316
8450362016:,91926,91925
8850839329:,94079,94078
6355432013:,79721,79720
6872452732:,82899,82900
9793251384:,98961,98960
2858777960:,53468,53467
1519861347:,38986,38985
7062181753:,84037,84036
1800488137:,42430,42432
3227166319:,56809,56808
8720205841:,93381,93382
6996982626:,83648,83647
9710995118:,98543,98544
9480190531:,97367,97366
8134921856:,90194,90193
2342812737:,48403,48402
1231486973:,35091,35092
3681013696:,60670,60671
6366716536:,79792,79791
3099459701:,55671,55672
7478239148:,86477,86476
8916762757:,94427,94428
5946431723:,77112,77113
5236741445:,72364,72365
5601912396:,74846,74845
1221558467:,34948,34950
7379868045:,85905,85906
8636927461:,92934,92935
3593883084:,59948,59949
5847619410:,76470,76469
4396456091:,66306,66305
7361069988:,85797,85796
3185051248:,56435,56436
6462066665:,80387,80386
6535147091:,80839,80840
2653459010:,51510,51511
4318954054:,65719,65718
4909933896:,70071,70070
9706017982:,98518,98519
5377132060:,73329,73328
3112510872:,55790,55789
4601322957:,67832,67833
1116350522:,33412,33411
2355087853:,48528,48529
4747013596:,68900,68898
7496586624:,86581,86582
3352035814:,57897,57896
1651378914:,40636,40637
3660894372:,60504,60505
1165540048:,34139,34140
8831145647:,93973,93974
4580743180:,67680,67681
8815923420:,93894,93893
1043671642:,32306,32305
9328418448:,96584,96583
9009995503:,94919,94920
4591793532:,67761,67762
2068128478:,45477,45476
6900703464:,83071,83070
7357185293:,85773,85774
3516767397:,59305,59302
6202079194:,78752,78753
8436172792:,91849,91848
9473236593:,97331,97330
8410165292:,91707,91706
3338391639:,57779,57778
3451731357:,58750,58751
7929965713:,89049,89050
8943857166:,94572,94571
6029025266:,77647,77646
6232300831:,78945,78944
7172083393:,84687,84688
6314909233:,79465,79466
2013534127:,44871,44872
5206609071:,72155,72156
8778979147:,93695,93696
3259806811:,57095,57094
3081546382:,55512,55511
6367207616:,79795,79794
7345264256:,85703,85704
7251383314:,85154,85155
5346095698:,73115,73117
1732387540:,41620,41621
6612519892:,81318,81317
1735778923:,41661,41662
3401227334:,58319,58320
3556762219:,59637,59638
2826807441:,53168,53167
6817293457:,82567,82566
7057223721:,84006,84007
2559797180:,50595,50594
2197444470:,46877,46876
8528183090:,92347,92348
7370435266:,85850,85851
2759864632:,52535,52534
1288301238:,35890,35892
1389055971:,37271,37270
1393308603:,37326,37327
2521310625:,50213,50212
1818901889:,42647,42648
8248351837:,90821,90820
5139869140:,71693,71692
5434219497:,73716,73717
9042696953:,95092,95093
5196375950:,72086,72085
2014214938:,44878,44880
5225238967:,72284,72285
2817009258:,53074,53075
2882251515:,53685,53686
7706035123:,87783,87784
2818946389:,53094,53093
9238799020:,96119,96118
6408813868:,80054,80055
7314141913:,85523,85522
8865712859:,94158,94157
2169127588:,46574,46573
4322626335:,65747,65746
4507201515:,67136,67135
3243189027:,56948,56949
9139650847:,95600,95601
5403960765:,73510,73511
9323077954:,96555,96556
6434906950:,80218,80217
8374342066:,91510,91511
6465239640:,80407,80406
8810110451:,93861,93862
1023734395:,31999,31995
2905046997:,53900,53898
1970729187:,44393,44392
6429989560:,80186,80187
2134985517:,46206,46205
5200407996:,72114,72113
5953663363:,77160,77159
7824748766:,88458,88457
6784175837:,82365,82366
3072145870:,55427,55426
1324458397:,36392,36393
1298369681:,36031,36032
7697199158:,87734,87733
7596872134:,87159,87160
8454879080:,91951,91950
6337006846:,79604,79605
6218453523:,78856,78857
2364460829:,48626,48625
3887683175:,62350,62351
1328116940:,36442,36443
1638007101:,40471,40472
2106484309:,45897,45896
7968738760:,89268,89267
1340067163:,36607,36606
6370054394:,79813,79812
1032308777:,32128,32129
7700056951:,87750,87749
1211449164:,34806,34805
8484779275:,92113,92112
4107197110:,64086,64087
1395931605:,37361,37362
3840119383:,61969,61968
2031952634:,45076,45077
5535277223:,74398,74399
3834932731:,61927,61926
7956989190:,89202,89201
1470524954:,38348,38347
3892054310:,62385,62386
5165633621:,71871,71872
6824417569:,82609,82610
7020395215:,83788,83787
4351995965:,65968,65969
1648169198:,40595,40597
8231394283:,90726,90727
8527028486:,92342,92341
8337777646:,91312,91311
9346665389:,96677,96678
8885265138:,94262,94261
1543776773:,39291,39290
2553558802:,50533,50532
7476453753:,86467,86466
7685158619:,87664,87665
7189229166:,84788,84789
6905600880:,83100,83099
3949712477:,62847,62846
6920226641:,83188,83187
5181854251:,71986,71985
1651246400:,40634,40635
6548517616:,80923,80922
6213805374:,78828,78827
7581642573:,87073,87072
3273138680:,57210,57211
9158753834:,95699,95701
4167386118:,64554,64555
1647697947:,40590,40591
5127413510:,71606,71605
9626759517:,98115,98116
5055105832:,71100,71099
1494541874:,38658,38659
9613769498:,98050,98049
8943680321:,94570,94571
4288646550:,65488,65487
1642698012:,40529,40530
3410848871:,58403,58402
9715523220:,98566,98567
5163705669:,71859,71858
9840638871:,99200,99199
1393872110:,37333,37334
1171696908:,34229,34230
4789709493:,69208,69207
1492330358:,38629,38630
8938757944:,94544,94545
1750253173:,41837,41836
9380084683:,96851,96850
7729952621:,87919,87920
1549725804:,39367,39366
5949833408:,77133,77135
1411890851:,37574,37575
2555080502:,50548,50547
7499074724:,86596,86597
7861952771:,88668,88667
2394878346:,48938,48937
7547912284:,86879,86878
4159193830:,64492,64491
5382422171:,73365,73364
4236340976:,65086,65087
8559986996:,92519,92520
2186162912:,46755,46756
4918339125:,70131,70130
9028272527:,95015,95017
8322366273:,91226,91227
8000290968:,89445,89444
1523552626:,39033,39032
3900764814:,62455,62456
1373161849:,37055,37056
8033829844:,89632,89631
2350191988:,48479,48478
2956543881:,54373,54374
1570109593:,39625,39624
4391527866:,66269,66268
3694397059:,60780,60781
5244607865:,72420,72419
2889899411:,53759,53757
2568042978:,50676,50675
7011035648:,83732,83731
1837571065:,42865,42866
2260175119:,47540,47541
9529049280:,97615,97616
1742911887:,41747,41748
2779674866:,52723,52722
2825270555:,53152,53153
6444200109:,80273,80275
1037713892:,32214,32213
6755505470:,82192,82191
6802485383:,82476,82477
6543378612:,80890,80891
2130902408:,46162,46161
3504120802:,59194,59195
9345485616:,96671,96672
6221573660:,78877,78876
8603679234:,92755,92756
7992907212:,89401,89403
3415133677:,58438,58439
6424042000:,80149,80150
7594242704:,87145,87144
2636494097:,51347,51346
8025994659:,89588,89587
5870935632:,76621,76622
9140563995:,95605,95606
1884299607:,43407,43408
2233790769:,47263,47262
6631838698:,81435,81436
2132996879:,46185,46184
6073901588:,77936,77935
1489018051:,38588,38587
1904271787:,43639,43637
2819277626:,53097,53096
9473866305:,97334,97333
6309821502:,79433,79434
3757073361:,61295,61294
1843331343:,42933,42934
7361459926:,85799,85798
1599114312:,39989,39988
3566484436:,59719,59720
3977431731:,63067,63066
5390292862:,73419,73418
3193592630:,56510,56511
1951695291:,44179,44177
6605990551:,81276,81277
3149741779:,56121,56122
9037570964:,95065,95066
2563537219:,50632,50631
2633312823:,51316,51315
8200314700:,90556,90555
1843209991:,42931,42932
2460667124:,49604,49605
1927294887:,43902,43900
5826288495:,76329,76330
2907492649:,53920,53921
1407907320:,37521,37522
3496124676:,59127,59128
6893637794:,83028,83027
8094766996:,89971,89970
8294103877:,91072,91071
8422478055:,91773,91774
3452818090:,58761,58760
2346091254:,48435,48436
3993971696:,63200,63197
3386985197:,58196,58197
1676566658:,40944,40945
1101009811:,33180,33181
3434298200:,58600,58602
5857810476:,76535,76536
2600304474:,50992,50993
8967497932:,94697,94696
5168718557:,71894,71893
6116821380:,78209,78210
9186200290:,95845,95844
9276272830:,96312,96313
5794114756:,76118,76119
7306000097:,85474,85475
3104936187:,55722,55721
4699745003:,68555,68554
4424198701:,66513,66514
7237092350:,85070,85071
8098515589:,89992,89991
3272074928:,57201,57202
8080390245:,89891,89890
2170862474:,46590,46592
6416806851:,80105,80104
3461555668:,58835,58834
7232165484:,85041,85042
6527220153:,80790,80791
1656731076:,40703,40702
3510941543:,59252,59253
7126905532:,84420,84421
6231404222:,78938,78939
1550968532:,39381,39382
6276724444:,79226,79225
1883976151:,43402,43404
2924206955:,54076,54075
9542935295:,97688,97687
8722659140:,93394,93395
9743273267:,98707,98708
8743375184:,93505,93506
1888189423:,43452,43453
2235581724:,47280,47281
6055260506:,77814,77815
2106780898:,45901,45899
2045662946:,45227,45229
4002111347:,63261,63262
6638195165:,81474,81475
2167111227:,46551,46552
3169952762:,56303,56302
9273823560:,96301,96300
3713286942:,60937,60936
8821952985:,93924,93925
1919323537:,43809,43810
1348679395:,36723,36724
9804769120:,99018,99019
6801661713:,82471,82472
1674430539:,40920,40919
7866242876:,88692,88691
2880896489:,53674,53673
4672783765:,68358,68357
9499421260:,97465,97464
1065894000:,32647,32648
6579662500:,81114,81115
3022777523:,54978,54979
4213953979:,64916,64914
8794322742:,93777,93778
2672646293:,51700,51697
3369802325:,58050,58049
3401818259:,58324,58325
1011556507:,31808,31804
3804204055:,61677,61678
4529138237:,67297,67298
2227834110:,47200,47199
1286149918:,35861,35862
8069978875:,89832,89833
8454607775:,91949,91948
7660111976:,87521,87522
1910924295:,43711,43714
1109846899:,33311,33314
8314520094:,91184,91183
8612208677:,92802,92801
1705760304:,41299,41300
8065425152:,89808,89807
4662160553:,68279,68280
8109199736:,90050,90051
6823146877:,82601,82602
3658855686:,60489,60488
4005702590:,63289,63290
5322696925:,72955,72956
1532789192:,39151,39150
8604926322:,92763,92762
9004716390:,94892,94893
8172521528:,90402,90401
5493456543:,74118,74117
3102622344:,55700,55701
1963953154:,44317,44316
5201876652:,72123,72124
9906613264:,99532,99531
7772054411:,88158,88159
8198737247:,90547,90546
1410451789:,37554,37555
3245718537:,56972,56971
7284236046:,85348,85347
5440304992:,73759,73758
9100849987:,95399,95398
9905562943:,99527,99526
4978856140:,70560,70561
2450366281:,49500,49501
1383982002:,37199,37201
1425240331:,37751,37752
9173932847:,95781,95780
5882703541:,76699,76698
1923120153:,43852,43853
9304965188:,96461,96462
4961970369:,70440,70441
5832712951:,76371,76372
1243279628:,35258,35260
8278251090:,90985,90984
9654253301:,98255,98256
8407078727:,91689,91690
1387008407:,37243,37242
1703008202:,41269,41267
1535495152:,39187,39185
1311160287:,36210,36209
2921529012:,54050,54051
2044926851:,45221,45220
3597717120:,59981,59980
1689799277:,41108,41107
4913846056:,70099,70098
2323668562:,48203,48204
3226382531:,56800,56801
2977371468:,54564,54565
8318289356:,91205,91204
6220905669:,78873,78872
5116781409:,71532,71531
3439204677:,58645,58644
4105737816:,64075,64076
8529274540:,92353,92354
1291709315:,35939,35940
4220108652:,64964,64962
8759680603:,93592,93593
1549604212:,39364,39365
2417158774:,49165,49164
1238205081:,35187,35188
